479207.45908194,732643.51698284,93471504.86144419,5427522.54432030,4113731.22370344,3360434.04865662,14027192.64677179,794187374.70141637,12320677.72927092,6516237.30788098,1091526.55614035,14928118.25247986,3569730.94415104,14661646.12964875,11562221.09934979,18983699.22357435,51885785.43136871,310277721.46504337,4552605.85670775,147003218.97700745,517097372.82218266,34495102.99480766,269847749.93242878,242884322.26317394,15375657.24784554,211915663.41035166,25795903.33660122,3683981.37490184,358280960.91799337,13648622.96361182,40540973.56297704,49112031.54779987,20470213.97276634,7718194.16033239,1556077592.60269833,144129734.93222839,37157278.07736132,8882293823.80182457,10679291.15270456,23491815.45804459,17774850.29375655,68003833.52538234,176534901.06702003,811391987.23727524,803107201.25426090,14804283.45065472,169576676.14347658,2597134335.39098310,75059917.44670494,187108459.19863120,7623864922.91760731,610032095.83726585,41107776.64161381,643403785.93261540,115904920.38518387,49103172.75469986,59486992.60768724,102936938.72561327,23452500.20317133,54142672.58620080
30972.39016328,26537.23147634,20231.03311187,89902.31181468,58828.64542193,104185.41906444,128562.55742583,788434.64211119,255385.57234625,111516.13976909,65242.41189623,213623.87380597,93576.51330012,99915.61920057,278808.26404431,3019173.40657982,258730.79924864,123967.48960908,40617.71916723,100015.23274156,180843.59482378,325753.83166477,8849391.20394544,231723.21749167,849852.24069966,115439.04884648,556818.39188600,713892.10289973,256388.35075639,378128.47518567,1482326.55772973,195775.98433156,279706.94823123,4411466.03997022,386363.75219054,1136132.09329768,328183.09056077,432456.01757849,182814.38571020,640951.05048811,170148.24496205,4515590.31243818,775535.48217920,2094777.68200708,739119.26528036,273667.76840661,388073.63432648,8988207.99348161,859685.17152230,83705.90618860,199663.03029723,877780.70057187,686058.67940768,382864.00016523,431559.68334051,1073693.60495372,266915.47801839,100993.97478249,3088391.81963367,1936379.35724420
13691.96451059,1130.05691621,1196.30146203,1297.02536988,9787.20653420,4832.88325931,1878.63975817,1988.84726038,2022.71305296,7569.91807599,2071.12063405,5021.24478059,21323.77878768,112568.31628509,17369.91446207,5639.24242966,40516.63438659,134454.21357239,39850.48516467,2139.78615717,216293.56022707,521052.51209008,5860.75082262,30033.46977995,4915.57100865,14012.60087884,5688.34484290,8678.70847176,8388384.33521829,22103.05582070,28669.06261657,11617.52011161,2732.53418104,13946.16901706,57906.45322158,31856.91309547,7415.61171532,37861.44479605,2905.49415222,18062.92875093,51657.64151702,80911.26540830,38984.05689939,21716.15654649,16889.01426551,9279.19906111,20027.47853195,787958.53862173,33108.32948477,56607.08912414,30086.47623261,82641.92978863,1495751.85571360,33056.59648360,15371.06568884,63587.10388532,29915.21351700,8732.44701949,89824.87498922,3593.16265010
406.52544260,284.75996502,169.55772948,1383.14343674,230.96690713,222.47431992,654.75813651,1277.26340728,321.23168327,876.76084455,470.99694441,591.40490557,875.80791091,32418.53071243,962.18063855,588.81142838,1388.18973544,2407.60222464,2358.44089231,11199.69426894,1361.13139245,905.10140648,97579.74378688,18754.84495139,270.52192564,1542.70058569,1582.01249979,956.76430876,1831.95209166,11916.45384536,1840.61429203,1143.43944691,1287.06504431,1167.73914514,1498.91434616,1553.25818458,535.78073715,2227.74473594,1512.44507045,5004.29114424,3710.81121993,1770.51833322,4120.86795781,3541.58729855,7482.29224988,11799.78332985,1300.90053116,11501.20914681,1458.60871196,21131.05942893,1145.65292713,11965.09546854,65552.41517916,2710.08429895,1832.83589670,6390.25527076,15891.74731324,3855.54807266,5687.23122544,1797.38064356
 13.83427074, 16.16862962, 18.01614081, 51.25603294, 84.21670717, 84.42069519,1028.26608594,151.65831768,169.74570634,158.23803953,174.61867776, 92.09661934,140.71254785,162.68952589,196.41673203,181.14689249,337.47222260,130.58670126,1005.05595498,314.96886232,2970.58197551,249.73258736,224.20390628,199.44630029,177.29472443,495.84606515,167.27162510,287.07999081,283.10288018,546.53024851,1086.41103732,1394.18127775,479.80979303,1025.64028654,399.66757801,541.67896697,2938.37921762,289.86725592,357.32429248,776.77674277,551.53666297,156.35186331,981.15350485,110.73051130,548.66745211,1283.56489216,350.29022635,2069.31072220,263.77711856,819.96913398,1326.15103624,2914.37362756,654.28325433,344.12809174,108.18885603,1176.03408027,10057.07586431,5178.53733173,1764.30236874,856.91141232
  5.12452534, 23.74517757, 29.93411659, 33.13029643, 12.49871884, 61.22861024, 20.74245346,127.45222584, 54.82762221, 44.90385959, 34.56202629, 46.58781820, 75.21774895,  7.58685094, 68.78234075, 87.48355434, 14.63092582, 68.47220702, 83.25480825, 94.34457299,240.87093817, 42.08904003, 32.76452144, 99.04561745, 50.44750082,141.20594066,142.40628437,139.24398576, 50.72740786,166.49233954, 36.45169520,169.82399778,291.03495437, 32.13080524,236.94806054,160.44625408, 32.04355184,153.57431593,158.80311219, 51.10281810, 61.86934631,195.41888446,699.59061534, 87.89360252,106.18015241,142.66151053,259.20511831,1167.86982078,643.35565009,216.22034265,192.84538665, 82.01547034,124.89394623,283.99045124,208.99620113,128.64331004,802.14690006,1247.54591115,810.71657800, 84.26368604
  6.34761276,  1.40422836,  3.29242020,  7.48804380,  3.31024940, 17.43920527, 13.37036764, 17.72945348, 16.15298571,  8.17688276,  9.70243146, 10.14311949, 10.88868698,  8.95490656, 16.99963682,  4.51105907,  8.26600786, 32.61857824, 14.38179053, 21.16306536, 20.83788818,  8.42749542, 22.72132352, 11.26320850, 62.54302958,263.88356484, 32.51508518, 11.52194787, 32.45400830, 38.75360332, 33.30191027, 36.05407523, 69.18939316, 56.65469092, 41.98621907, 36.02684335, 55.20641730, 32.64994654, 17.13629369, 51.82735737, 33.80842849,  8.70719768, 89.92898061, 26.29547999,130.48685306, 14.63559684, 72.36302492, 91.28415054, 72.83583014, 34.15563059, 26.92468869, 91.90722692, 26.39335017,109.54767425,103.81126734,219.61878870,115.39346545, 71.36921720,235.84778531, 60.41500769
  2.92565012,  2.79812636,  2.23047721,  0.77593413,  4.03542779,  1.42131568,  3.62843428,  6.56224369,  6.36878589,  1.65356840,  5.90155059,  3.85660664,  5.74354116,  5.73547639, 15.15504241,  6.26195589,  3.02872281, 11.60396605,  5.62976251,  5.15368786, 10.37412332,  3.48443648,  8.32923486,  6.15327210, 10.73344886,  6.43154126,  5.96296157, 15.33330064, 12.02276537, 18.43577779, 25.72386959, 23.00281050, 11.57921767, 82.48652016, 23.52117855, 27.92734417, 43.86553164, 15.45222028, 14.97882063, 19.75770950,  4.67019069, 25.30565976,  5.72873483, 43.59231724, 22.74249126, 15.87870594, 43.93351255, 52.25956641, 34.77160752, 26.18872900, 21.93655286, 23.57383868, 13.36393598, 26.06689454, 59.33091894, 15.53676753, 20.49766809, 18.44585421, 63.57978129, 22.93135967
  4.54498220,  0.82420068,  1.13372115,  1.09881822,  1.37412933,  0.53169176,  0.39450463,  7.00821058,  2.44444168,  2.27383720,  2.18368179,  2.05282542,  2.42457342,  1.74339619,  5.22960218,  4.33709279,  7.91884505,  2.44128424,  3.17141159,  4.72042497,  3.51877734,  3.72863050,  6.70918371,  6.29709760,  4.30153141,  4.38055989,  3.84410251,  2.70486546,  3.72027369,  4.23680324,  4.40166512,  3.72451043,  6.95488367, 31.03450865,  2.89746597, 19.74564767, 10.04454968,  6.64942811, 10.55754425,  5.83541582, 14.14616971,  5.36673081, 15.54200687, 16.55320841,  8.04981202, 10.50267717, 12.85047423,  9.77426739, 12.22206307,  4.03135276,  6.36051355,  2.61902874,  4.06533892, 24.37905852, 17.94004553, 84.70612975, 21.39997622, 13.43520703, 20.82664049, 15.10411731
  0.47804228, -0.01930765, 25.66604636,  0.53487731,  0.61293960,  0.66397133,  0.80498827,  0.82190482,  2.09157219,  2.78608050,  1.01906758,  2.13695951,  1.62247480,  0.68704645,  1.14058238,  2.98876204,  1.90243975,  1.49726508,  6.12397811,  5.75243669,  1.15361145,  2.08696742,  1.52680471,  3.33772859,  4.94524637,  3.05949506,  1.78481614, 28.23950291,  3.83965068,  2.51319959,  1.80518910,  9.15442766,  4.97145363,  2.76646524,  5.10698830,  3.64819652, 16.67912778,  9.53939631,  4.00234841,  3.36275005,  2.25351993,  1.59603493,  1.56944702,  3.68656141,  5.10476895,  3.58386059,  6.37575095,  3.49332178,  5.78584866,  4.16119005,  4.42527222,  4.82852594,  9.81429028,  6.08554073,  6.94711959, 31.77587898,  4.82969664, 27.57737373, 15.24503331,  6.20021670
