  1.34449649,  1.28375800,  1.24898694,  1.22474564,  1.20567450,  1.18971363,  1.17590835,  1.16371114,  1.15276573,  1.14282438,  1.13370748,  1.12528064,  1.11744074,  1.11010691,  1.10321454,  1.09671108,  1.09055331,  1.08470515,  1.07913616,  1.07382041,  1.06873564,  1.06386250,  1.05918414,  1.05468575,  1.05035424,  1.04617799,  1.04214660,  1.03825075,  1.03448204,  1.03083287,  1.02729635,  1.02386617,  1.02053661,  1.01730239,  1.01415865,  1.01110095,  1.00812516,  1.00522744,  1.00240426,  0.99965233,  0.95596605,  0.92632542,  0.90491929,  0.88892376,  0.87673035,  0.86732899,  0.86004139,  0.85438911
  1.34108454,  1.27174147,  1.22722991,  1.19420325,  1.16779891,  1.14571816,  1.12670789,  1.11001309,  1.09514191,  1.08175357,  1.06960015,  1.05849407,  1.04828896,  1.03886774,  1.03013467,  1.02201042,  1.01442820,  1.00733121,  1.00067069,  0.99440447,  0.98849583,  0.98291263,  0.97762652,  0.97261249,  0.96784834,  0.96331427,  0.95899260,  0.95486745,  0.95092458,  0.94715111,  0.94353541,  0.94006692,  0.93673609,  0.93353416,  0.93045318,  0.92748585,  0.92462550,  0.92186599,  0.91920166,  0.91662733,  0.87860028,  0.85566820,  0.84062636,  0.83044541,  0.82356903,  0.81908988,  0.81643080,  0.81520021
  1.34438273,  1.27338662,  1.23169819,  1.20201847,  1.17876374,  1.15954927,  1.14313693,  1.12879668,  1.11605899,  1.10460227,  1.09419577,  1.08466745,  1.07588557,  1.06774660,  1.06016766,  1.05308123,  1.04643153,  1.04017192,  1.03426295,  1.02867095,  1.02336699,  1.01832593,  1.01352579,  1.00894732,  1.00457347,  1.00038912,  0.99638080,  0.99253636,  0.98884496,  0.98529674,  0.98188280,  0.97859504,  0.97542608,  0.97236916,  0.96941806,  0.96656711,  0.96381104,  0.96114502,  0.95856454,  0.95606544,  0.91868223,  0.89608308,  0.88143198,  0.87154586,  0.86468793,  0.85982808,  0.85632632,  0.85377322
  1.29195644,  1.20830985,  1.15832561,  1.12556527,  1.10364575,  1.08927386,  1.08047100,  1.07592252,  1.07468568,  1.07603948,  1.07939883,  1.08426124,  1.09017215,  1.09670336,  1.10344449,  1.11001054,  1.11606740,  1.12137002,  1.12579313,  1.12933379,  1.13208096,  1.13416938,  1.13574053,  1.13692003,  1.13780960,  1.13848746,  1.13901200,  1.13942622,  1.13976135,  1.14004035,  1.14027982,  1.14049185,  1.14068524,  1.14086638,  1.14103988,  1.14120902,  1.14137611,  1.14154275,  1.14170999,  1.14187844,  1.14518879,  1.14604212,  1.14201134,  1.13225532,  1.11716573,  1.09794757,  1.07610629,  1.05302422
  1.37294907,  1.33341114,  1.31941009,  1.31579805,  1.31575164,  1.31516449,  1.31165380,  1.30450187,  1.29430266,  1.28217068,  1.26910870,  1.25580001,  1.24264672,  1.22986304,  1.21755137,  1.20575103,  1.19446679,  1.18368534,  1.17338451,  1.16353821,  1.15411939,  1.14510158,  1.13645946,  1.12816948,  1.12020981,  1.11256034,  1.10520268,  1.09812002,  1.09129696,  1.08471942,  1.07837455,  1.07225049,  1.06633642,  1.06062233,  1.05509903,  1.04975800,  1.04459134,  1.03959173,  1.03475232,  1.03006676,  0.96140419,  0.92358856,  0.90193396,  0.88907114,  0.88130019,  0.87668925,  0.87416693,  0.87310094
  1.45955261,  1.42364162,  1.40142503,  1.38587579,  1.37425113,  1.36514086,  1.35771352,  1.35143934,  1.34596527,  1.34105020,  1.33652760,  1.33228217,  1.32823444,  1.32433014,  1.32053268,  1.31681779,  1.31316971,  1.30957842,  1.30603774,  1.30254393,  1.29909477,  1.29568896,  1.29232570,  1.28900436,  1.28572445,  1.28248545,  1.27928685,  1.27612809,  1.27300867,  1.26992812,  1.26688607,  1.26388229,  1.26091672,  1.25798946,  1.25510080,  1.25225120,  1.24944126,  1.24667169,  1.24394325,  1.24125675,  1.19658057,  1.16530797,  1.14151568,  1.12213772,  1.10566337,  1.09125658,  1.07840715,  1.06678022
  1.31328564,  1.23477046,  1.18780827,  1.15720535,  1.13687771,  1.12353057,  1.11507861,  1.11007635,  1.10746553,  1.10644995,  1.10643025,  1.10696732,  1.10775654,  1.10860277,  1.10939396,  1.11007568,  1.11062955,  1.11105747,  1.11137119,  1.11158616,  1.11171817,  1.11178179,  1.11178971,  1.11175265,  1.11167950,  1.11157750,  1.11145258,  1.11130948,  1.11115201,  1.11098323,  1.11080555,  1.11062089,  1.11043077,  1.11023636,  1.11003855,  1.10983803,  1.10963532,  1.10943077,  1.10922463,  1.10901702,  1.10440946,  1.09792032,  1.08856148,  1.07633537,  1.06197520,  1.04650188,  1.03084885,  1.01568390
  1.31756015,  1.24885967,  1.21225676,  1.19187526,  1.18137361,  1.17735920,  1.17772187,  1.18103247,  1.18627773,  1.19272437,  1.19983977,  1.20723992,  1.21465223,  1.22188768,  1.22881940,  1.23536652,  1.24148142,  1.24714053,  1.25233708,  1.25707617,  1.26137070,  1.26523875,  1.26870160,  1.27178223,  1.27450436,  1.27689175,  1.27896775,  1.28075493,  1.28227491,  1.28354825,  1.28459436,  1.28543153,  1.28607688,  1.28654634,  1.28685497,  1.28701664,  1.28704428,  1.28694992,  1.28674472,  1.28643900,  1.26992885,  1.25188226,  1.23946525,  1.23131052,  1.22548003,  1.22082566,  1.21673455,  1.21287271
  1.46875046,  1.47258892,  1.49256551,  1.51831220,  1.54622110,  1.57480476,  1.60338910,  1.63164273,  1.65938816,  1.68651912,  1.71296316,  1.73866359,  1.76357064,  1.78763733,  1.81081781,  1.83306701,  1.85434114,  1.87459843,  1.89380095,  1.91191516,  1.92891385,  1.94477710,  1.95949356,  1.97306090,  1.98548637,  1.99678675,  2.00698798,  2.01612440,  2.02423771,  2.03137574,  2.03759108,  2.04293959,  2.04747932,  2.05126887,  2.05436664,  2.05682973,  2.05871329,  2.06006993,  2.06094935,  2.06139819,  2.02608457,  1.97448375,  1.93103365,  1.89690817,  1.87060790,  1.85062778,  1.83577615,  1.82514448
  1.30762998,  1.22930364,  1.18194578,  1.14987249,  1.12698904,  1.11015407,  1.09749405,  1.08778859,  1.08019689,  1.07411870,  1.06911644,  1.06486817,  1.06113726,  1.05775163,  1.05458881,  1.05156458,  1.04862414,  1.04573493,  1.04288089,  1.04005786,  1.03726983,  1.03452610,  1.03183892,  1.02922172,  1.02668783,  1.02424950,  1.02191717,  1.01969921,  1.01760168,  1.01562837,  1.01378099,  1.01205934,  1.01046160,  1.00898461,  1.00762408,  1.00637489,  1.00523125,  1.00418689,  1.00323525,  1.00236957,  0.99458851,  0.99135228,  0.98843404,  0.98561419,  0.98289972,  0.98029774,  0.97780751,  0.97542433
